issue_id,issue_number,volume,no_volume,display_volume_with_number,series_id,indicia_pub_not_printed,no_brand,publication_date,key_date,sort_code,price,page_count,page_count_uncertain,indicia_frequency,no_indicia_frequency,editing,no_editing,notes,created,modified,reserved,deleted,is_indexed,isbn,valid_isbn,no_isbn,variant_of_id,variant_name,barcode,no_barcode,title,no_title,on_sale_date,on_sale_date_uncertain,rating,no_rating
0,25107,151,1,0,0,1866,0,0,May-72,1972-05-00,50131,0.20 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,3/8/15 6:58,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,30932,167,1,0,0,1570,0,0,Apr-77,1977-04-00,43060,0.30 USD,36,0,monthly,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,Newsstand Edition,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,25434,18,1,0,0,1939,0,0,Sep-72,1972-09-00,52402,0.20 USD,36,0,monthly,0,Roy Thomas,0,,2/6/01 0:00,9/27/13 6:35,0,0,1,,,0,NULL,,,1,,0,,0,
0,25357,111,1,0,0,1570,0,0,Aug-72,1972-08-00,42996,0.20 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/1/15 22:57,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,25430,112,1,0,0,1570,0,0,Sep-72,1972-09-00,42997,0.20 USD,36,0,Monthly,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,25534,113,1,0,0,1570,0,0,Oct-72,1972-10-00,42998,0.20 USD,36,0,monthly,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,25622,114,1,0,0,1570,0,0,Nov-72,1972-11-00,42999,0.20 USD,36,0,monthly,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,25719,115,1,0,0,1570,0,0,Dec-72,1972-12-00,43000,0.20 USD,36,0,monthly,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,25822,116,1,0,0,1570,0,0,Jan-73,1973-01-00,43001,0.20 USD,36,0,,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,25925,117,1,0,0,1570,0,0,Feb-73,1973-02-00,43002,0.20 USD,36,0,,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,26018,118,1,0,0,1570,0,0,Mar-73,1973-03-00,43003,0.20 USD,36,0,,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,18446,27,1,0,0,1482,0,0,Jun-64,1964-06-00,40140,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,18496,28,1,0,0,1482,0,0,Jul-64,1964-07-00,40141,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,18562,29,1,0,0,1482,0,0,Aug-64,1964-08-00,40143,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,18617,30,1,0,0,1482,0,0,Sep-64,1964-09-00,40144,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,18694,31,1,0,0,1482,0,0,Oct-64,1964-10-00,40145,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,18823,33,1,0,0,1482,0,0,Dec-64,1964-12-00,40147,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,18970,35,1,0,0,1482,0,0,Feb-65,1965-02-00,40149,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,19035,36,1,0,0,1482,0,0,Mar-65,1965-03-00,40150,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,19104,37,1,0,0,1482,0,0,Apr-65,1965-04-00,40151,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,19165,38,1,0,0,1482,0,0,May-65,1965-05-00,40152,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
1,0,18901,12,1,0,0,1571,0,0,Jan-65,1/10/65,43324,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,10/10/14 12:32,0,0,1,,,1,NULL,,,1,,0,,0
0,26124,119,1,0,0,1570,0,0,Apr-73,1973-04-00,43004,0.20 USD,36,0,Monthly,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,1,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,26203,120,1,0,0,1570,0,0,May-73,1973-05-00,43005,0.20 USD,36,0,Monthly,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,19378,41,1,0,0,1482,0,0,Aug-65,1965-08-00,40155,0.12 USD,36,0,monthly,0,Stan Lee,0,"Inker credit from Tom Hardee, via the GCD Errors List.  Original indexer credited Vince Colletta.",2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,26304,121,1,0,0,1570,0,0,Jun-73,1973-06-00,43006,0.20 USD,36,0,monthly,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,26427,122,1,0,0,1570,0,0,Jul-73,1973-07-00,43007,0.20 USD,36,0,monthly,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,19456,42,1,0,0,1482,0,0,Sep-65,1965-09-00,40156,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,19536,43,1,0,0,1482,0,0,Oct-65,1965-10-00,40157,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,26527,123,1,0,0,1570,0,0,Aug-73,1973-08-00,43008,0.20 USD,36,0,,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,27082,128,1,0,0,1570,0,0,Jan-74,1974-01-00,43013,0.20 USD,36,0,,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,26630,124,1,0,0,1570,0,0,Sep-73,1973-09-00,43009,0.20 USD,36,0,,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
1,0,21936,102,1,0,0,1860,0,0,Jun-68,1968-06-00,49626,0.12 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,3/28/15 15:52,0,0,1,,,1,NULL,,,1,,0,1968,0
0,26756,125,1,0,0,1570,0,0,Oct-73,1973-10-00,43010,0.20 USD,36,0,,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,21940,104,1,0,0,1866,0,0,Jun-68,1968-06-00,50078,0.12 USD,36,0,monthly,0,Stan Lee,0,"On Sale Date from the publication date reported to the Catalog of Copyright Entries, Third Series, Volume 22, Part 2, Periodicals, January-December 1968.  Copyright number B474893. Copyright given to Olympia Publications, Inc., Marvel Comics Group.",2/6/01 0:00,7/9/15 6:37,0,0,1,,,1,NULL,,,1,,0,3/7/68,0,Approved by the Comics Code Authority
0,26969,127,1,0,0,1570,0,0,Dec-73,1973-12-00,43012,0.20 USD,36,0,,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,27166,35,,0,0,1939,0,0,Feb-74,1974-02-00,52424,0.20 USD,36,0,,0,Roy Thomas,0,,2/6/01 0:00,9/27/13 13:47,0,0,1,,,0,NULL,,,0,,0,,0,
18338,1,1,0,0,1636,0,0,Apr-64,1964-04-00,44731,0.12 USD,36,0,bimonthly,0,Stan Lee,0,,4/30/01 0:00,9/21/14 13:49,0,0,1,,,1,NULL,,,1,,0,,0,Approved by the Comics Code Authority,0
0,19607,44,1,0,0,1482,0,0,Nov-65,1965-11-00,40158,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,19683,45,1,0,0,1482,0,0,Dec-65,1965-12-00,40159,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,19773,46,1,0,0,1482,0,0,Jan-66,1966-01-00,40160,0.12 USD,36,0,monthly,0,Stan Lee,0,This issue's M.M.M.S. list includes Len Wein and Jerry G. Bails.,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,19840,47,1,0,0,1482,0,0,Feb-66,1966-02-00,40161,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,19911,48,1,0,0,1482,0,0,Mar-66,1966-03-00,40162,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,27163,129,1,0,0,1570,0,0,Feb-74,1974-02-00,43014,0.20 USD,36,0,monthly,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,27552,134,1,0,0,1570,0,0,Jul-74,1974-07-00,43019,0.25 USD,36,0,,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,27235,130,1,0,0,1570,0,0,Mar-74,1974-03-00,43015,0.20 USD,36,0,,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,27313,131,1,0,0,1570,0,0,Apr-74,1974-04-00,43016,0.20 USD,36,0,,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,27387,132,1,0,0,1570,0,0,May-74,1974-05-00,43017,0.25 USD,36,0,monthly,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,27466,133,1,0,0,1570,0,0,Jun-74,1974-06-00,43018,0.25 USD,36,0,,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,25724,21,1,0,0,1939,0,0,Dec-72,1972-12-00,52405,0.20 USD,36,0,monthly,0,Roy Thomas,0,,2/6/01 0:00,4/1/14 19:50,0,0,1,,,0,NULL,Newsstand Edition,,1,,0,1972,0,
0,22844,117,1,0,0,1866,0,0,Jul-69,1969-07-00,50091,0.12 USD,36,0,"monthly except October, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,6/30/12 21:20,0,0,1,,,1,NULL,,,1,,0,,0,
1,0,19301,18,1,0,0,1571,0,0,Jul-65,7/10/65,43330,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,10/10/14 12:32,0,0,1,,,1,NULL,,,1,,0,,0
1,0,19838,25,1,0,0,1571,0,0,Feb-66,2/10/66,43337,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,10/10/14 12:32,0,0,1,,,1,NULL,,,1,,0,,0
18759,126,1,0,0,824,0,0,Nov-64,11/10/64,28357,0.12 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,8/26/15 18:21,0,0,1,,,1,NULL,,,1,,0,,0,,0
0,27632,135,1,0,0,1570,0,0,Aug-74,1974-08-00,43020,0.25 USD,36,0,,0,Roy Thomas,0,"Issue includes Marvel Value Stamp #4, Thing (detail from the cover of Fantastic Four (Marvel, 1961 series) #116",2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,27728,136,1,0,0,1570,0,0,Sep-74,1974-09-00,43021,0.25 USD,36,0,,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,27919,138,1,0,0,1570,0,0,Nov-74,1974-11-00,43023,0.25 USD,36,0,monthly,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,27818,137,1,0,0,1570,0,0,Oct-74,1974-10-00,43022,0.25 USD,36,0,,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,31532,173,1,0,0,1570,0,0,Oct-77,1977-10-00,43076,0.30 USD,36,0,,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,30ﾌﾢ cover price,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,28007,139,1,0,0,1570,0,0,Dec-74,1974-12-00,43024,0.25 USD,36,0,,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,28138,140,1,0,0,1570,0,0,Jan-75,1975-01-00,43025,0.25 USD,36,0,,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
1,0,23165,120,1,0,0,1860,0,0,Dec-69,1969-12-00,49644,0.15 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,8/15/12 5:28,0,0,1,,,1,NULL,,,1,,0,,0
0,28240,141,1,0,0,1570,0,0,Feb-75,1975-02-00,43026,0.25 USD,36,0,,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,28339,142,1,0,0,1570,0,0,Mar-75,1975-03-00,43027,0.25 USD,36,0,,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,28447,143,1,0,0,1570,0,0,Apr-75,1975-04-00,43028,0.25 USD,36,0,,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,22469,111,1,0,0,1866,0,0,Jan-69,1969-01-00,50085,0.12 USD,36,0,"Monthly except October, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,6/30/12 5:52,0,0,1,,,1,NULL,,,1,,0,,0,
0,28994,148,1,0,0,1570,0,0,Sep-75,1975-09-00,43033,0.25 USD,36,0,monthly,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,28554,144,1,0,0,1570,0,0,May-75,1975-05-00,43029,0.25 USD,36,0,monthly,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,28654,145,1,0,0,1570,0,0,Jun-75,1975-06-00,43030,0.25 USD,36,0,monthly,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,28768,146,1,0,0,1570,0,0,Jul-75,1975-07-00,43031,0.25 USD,36,0,,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,28882,147,1,0,0,1570,0,0,Aug-75,1975-08-00,43032,0.25 USD,36,0,,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,29101,149,1,0,0,1570,0,0,Oct-75,1975-10-00,43034,0.25 USD,36,0,monthly,0,Marv Wolfman,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,20264,53,1,0,0,1482,0,0,Aug-66,1966-08-00,40167,0.12 USD,36,0,monthly except November semi-monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,29214,150,1,0,0,1570,0,0,Nov-75,1975-11-00,43035,0.25 USD,36,0,,0,Marv Wolfman,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,31028,168,1,0,0,1570,0,0,May-77,1977-05-00,43062,0.30 USD,36,0,,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,Newsstand Edition,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,29309,151,1,0,0,1570,0,0,Dec-75,1975-12-00,43036,0.25 USD,36,0,monthly,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,29456,152,1,0,0,1570,0,0,Jan-76,1976-01-00,43037,0.25 USD,36,0,,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,22401,110,1,0,0,1866,0,0,Dec-68,1968-12-00,50084,0.12 USD,36,0,"monthly except October, semi-monthly",0,Stan Lee,0,"On Sale Date from the publication date reported to the Catalog of Copyright Entries, Third Series, Volume 22, Part 2, Periodicals, January-December 1968.  Copyright number B474887. Copyright given to Olympia Publications, Inc., Marvel Comics Group.",2/6/01 0:00,7/9/15 6:38,0,0,1,,,1,NULL,,,1,,0,9/10/68,0,Approved by the Comics Code Authority
0,29734,155,1,0,0,1570,0,0,Apr-76,1976-04-00,43040,0.25 USD,36,0,monthly,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,25ﾌﾢ cover price,,1,,0,,0,Approved by the Comics Code Authority
0,30102,159,1,0,0,1570,0,0,Aug-76,1976-08-00,43049,0.25 USD,36,0,,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,25ﾌﾢ cover price,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,30200,160,1,0,0,1570,0,0,Sep-76,1976-09-00,43051,0.30 USD,36,0,,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,31424,172,1,0,0,1570,0,0,Sep-77,1977-09-00,43073,0.30 USD,36,0,,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,30ﾌﾢ cover price,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,29909,157,1,0,0,1570,0,0,Jun-76,1976-06-00,43044,0.25 USD,36,0,,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,25ﾌﾢ cover price,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,30005,158,1,0,0,1570,0,0,Jul-76,1976-07-00,43047,0.25 USD,36,0,,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,25ﾌﾢ cover price,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,30301,161,1,0,0,1570,0,0,Oct-76,1976-10-00,43052,0.30 USD,36,0,monthly,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,30502,163,1,0,0,1570,0,0,Dec-76,1976-12-00,43054,0.30 USD,36,0,,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,31952,177,1,0,0,1570,0,0,Feb-78,1978-02-00,43082,0.35 USD,36,0,,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,30656,164,1,0,0,1570,0,0,Jan-77,1977-01-00,43055,0.30 USD,36,0,,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,30746,165,1,0,0,1570,0,0,Feb-77,1977-02-00,43056,0.30 USD,36,0,Monthly,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,Newsstand Edition,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,23232,94,1,0,0,1482,0,0,Jan-70,1970-01-00,40209,0.15 USD,36,0,"monthly except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,9/4/15 22:42,0,0,1,,,0,NULL,,,1,,0,,0,
0,31112,169,1,0,0,1570,0,0,Jun-77,1977-06-00,43064,0.30 USD,36,0,monthly,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,30ﾌﾢ cover price,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,31219,170,1,0,0,1570,0,0,Jul-77,1977-07-00,43067,0.30 USD,36,0,,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,30ﾌﾢ cover price,715000000000,0,,0,,0,Approved by the Comics Code Authority
1,0,22963,117,1,0,0,1860,0,0,Sep-69,1969-09-00,49641,0.15 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,1/9/14 17:31,0,0,1,,,1,NULL,,,1,,0,,0
1,0,23401,124,1,0,0,1860,0,0,Apr-70,1970-04-00,49648,0.15 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,1/9/14 15:44,0,0,1,,,0,NULL,,,1,,0,,0
0,23347,125,1,0,0,1866,0,0,Mar-70,1970-03-00,50100,0.15 USD,36,0,"Monthly except October, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,9/8/14 19:28,0,0,1,,,0,NULL,,,1,,0,,0,
0,31318,171,1,0,0,1570,0,0,Aug-77,1977-08-00,43070,0.30 USD,36,0,monthly,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,30ﾌﾢ cover price,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,33204,190,1,0,0,1570,0,0,Mar-79,1979-03-00,43099,0.35 USD,36,0,,0,Marv Wolfman,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,31857,176,1,0,0,1570,0,0,Jan-78,1978-01-00,43081,0.35 USD,36,0,,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,32136,179,1,0,0,1570,0,0,Apr-78,1978-04-00,43084,0.35 USD,36,0,Monthly,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,32040,178,1,0,0,1570,0,0,Mar-78,1978-03-00,43083,0.35 USD,36,0,monthly,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,24949,149,1,0,0,1866,0,0,Mar-72,1972-03-00,50129,0.20 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,4/23/14 18:51,0,0,1,,,0,NULL,,,1,,0,,0,
0,32411,182,1,0,0,1570,0,0,Jul-78,1978-07-00,43087,0.35 USD,36,0,,0,Marv Wolfman,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,32503,183,1,0,0,1570,0,0,Aug-78,1978-08-00,43088,0.35 USD,36,0,,0,Marv Wolfman,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,33014,188,1,0,0,1570,0,0,Jan-79,1979-01-00,43096,0.35 USD,36,0,Monthly,0,Marv Wolfman,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,Newsstand Edition,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,24361,112,,0,0,1482,0,0,Jul-71,1971-07-00,40228,0.15 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,0,NULL,,,1,,0,,0,
0,33277,191,1,0,0,1570,0,0,Apr-79,1979-04-00,43100,0.35 USD,36,0,monthly,0,Marv Wolfman,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,33439,193,1,0,0,1570,0,0,Jun-79,1979-06-00,43102,0.40 USD,36,0,,0,Marv Wolfman,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,Direct Edition,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,33516,194,1,0,0,1570,0,0,Jul-79,1979-07-00,43104,0.40 USD,36,0,monthly,0,Marv Wolfman,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,Direct Edition,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,33593,195,1,0,0,1570,0,0,Aug-79,1979-08-00,43106,0.40 USD,36,0,monthly,0,Marv Wolfman,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,Direct Edition,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,20355,54,1,0,0,1482,0,0,Sep-66,1966-09-00,40168,0.12 USD,36,0,monthly except November semi-monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,20432,55,1,0,0,1482,0,0,Oct-66,1966-10-00,40169,0.12 USD,36,0,monthly except November semi-monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,20514,56,1,0,0,1482,0,0,Nov-66,1966-11-00,40170,0.12 USD,36,0,monthly except November semi-monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,20598,57,1,0,0,1482,0,0,Dec-66,1966-12-00,40171,0.12 USD,36,0,monthly except November semi-monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
