name,sex,count
Lauranne,F,87
Laure,F,1709
Laurea,F,17
Laurean,F,16
Laureana,F,10
Laureano,M,133
Laureat,M,7
Laurece,F,6
Lauree,F,755
Laureen,F,7050
Laurel,F,42448
Laurelai,F,32
Laurelee,F,58
Laurelei,F,35
Laureli,F,34
Laurelin,F,64
Laurell,F,376
Laurella,F,77
Laurelle,F,366
Laurelyn,F,116
Lauren,F,459439
Laurena,F,997
Laurenann,F,6
Laurenashley,F,76
Laurence,M,38987
Laurencia,F,89
Laurencio,M,42
Laurenda,F,43
Laurene,F,4134
Laurenelizabeth,F,5
Laurenmarie,F,23
Laurenn,F,11
Laurenne,F,15
Laurennicole,F,6
Laurens,M,153
Laurent,M,1784
Laurentina,F,10
Laurentine,F,5
Laurentino,M,6
Laurenz,M,28
Lauressa,F,7
Lauretha,F,30
Laurett,F,5
Lauretta,F,9597
Laurette,F,3099
Laurey,F,236
Lauri,F,11032
Lauria,F,327
Laurian,F,80
Lauriana,F,92
Lauriane,F,5
Lauriann,F,159
Laurianna,F,24
Laurianne,F,224
Lauriano,M,45
Laurica,F,5
Laurice,F,1739
Laurie,F,165902
Laurieann,F,410
Laurieanne,F,63
Lauriel,F,140
Laurielle,F,68
Laurien,F,16
Laurier,M,353
Laurietta,F,6
Laurilyn,F,10
Laurin,F,1578
Laurina,F,388
Laurinda,F,1342
Laurine,F,2526
Lauris,M,167
Laurisa,F,310
Laurissa,F,724
Lauriston,M,5
Laurita,F,629
Lauritz,M,48
Laurn,F,21
Laurna,F,65
Laurne,F,15
Laurnea,F,6
Lauro,M,1998
Lauron,F,24
Laurren,F,85
Laurrie,F,102
Laurrine,F,5
Laury,F,845
Lauryl,F,180
Lauryn,F,17928
Lauryne,F,5
Laurynn,F,445
Lautaro,M,74
Lauvenia,F,5
Lavada,F,4431
Lavae,F,22
Lavaeh,F,86
Lavail,M,12
Laval,M,204
Lavale,M,55
Lavall,M,5
Lavalle,M,121
Lavan,M,281
Lavana,F,114
Lavance,M,242
Lavancha,F,5
Lavanda,F,441
Lavander,M,15
Lavani,F,6
Lavania,F,59
Lavanna,F,62
Lavant,M,20
Lavante,M,167
Lavanya,F,186
Lavar,M,1983
Lavara,F,5
Lavare,M,5
Lavares,M,19
Lavaria,F,21
Lavarious,M,24
Lavaris,M,185
Lavarius,M,120
Lavarr,M,55
Lavarus,M,20
Lavasha,F,44
Lavasia,F,37
Lavatrice,F,7
Lavaughn,F,962
Lavaun,F,382
Lavaune,F,16
Lavay,F,10
Lavaya,F,89
Lavayah,F,51
Laveah,F,182
Laveda,F,1091
Lavee,F,22
Laveeda,F,36
Laveen,F,5
Lavel,M,200
Lavelda,F,7
Lavell,M,2711
Lavella,F,411
Lavelle,M,2287
Lavelton,M,6
Laven,M,11
Lavena,F,1177
Lavenda,F,36
Lavender,F,686
Lavene,F,135
Lavenia,F,1678
Lavenna,F,5
Laver,M,6
Lavera,F,2588
Laverda,F,358
Lavere,M,340
Lavergne,F,526
Laveria,F,6
Laverl,M,49
Laverle,F,191
Lavern,M,9913
Laverna,F,3734
Laverne,F,42865
Lavernia,F,10
Lavernon,M,5
Lavert,M,168
Laverta,F,422
Laveryl,F,5
Lavesha,F,22
Lavesta,F,10
Lavester,M,11
Laveta,F,1552
Lavetra,F,16
Lavett,F,22
Lavetta,F,1186
Lavette,F,1179
Laveya,F,33
Laveyah,F,48
Lavi,M,47
Lavia,F,5
Lavickie,F,5
Lavida,F,176
Lavie,F,6
Lavila,F,30
Lavilla,F,120
Lavin,M,61
Lavina,F,6369
Lavinda,F,17
Lavine,F,115
Lavinia,F,4857
Lavinnia,F,5
Lavisha,F,47
Lavita,F,714
Lavitta,F,6
Lavoid,M,5
Lavola,F,31
Lavon,F,6239
Lavona,F,1791
Lavonda,F,3586
Lavonde,F,6
Lavondia,F,5
Lavondra,F,26
Lavone,F,1173
Lavonia,F,1901
Lavonn,F,65
Lavonna,F,1930
Lavonne,F,16411
Lavonnia,F,16
Lavonnie,F,6
Lavont,M,16
Lavonta,M,302
Lavontae,M,342
Lavontay,M,98
Lavonte,M,1105
Lavontre,M,15
Lavonya,F,251
Lavor,M,48
Lavora,F,283
Lavoria,F,12
Lavoris,M,212
Lavorn,M,10
Lavoy,M,205
Lavoyce,F,11
Lavra,F,140
Lavren,F,396
Law,M,62
Lawaia,M,5
Lawan,F,96
Lawana,F,3029
Lawanda,F,12087
Lawander,F,12
Lawandra,F,16
Lawanika,F,5
Lawanna,F,2382
Lawanza,F,18
Lawarence,M,100
Lawarnce,M,23
Lawarren,M,6
Lawaun,M,5
Lawayne,M,497
Lawell,M,5
Lawence,M,46
Lawenda,F,5
Lawerance,M,995
Lawerence,M,4814
Lawernce,M,1050
Lawhitney,F,5
Lawless,M,18
Lawna,F,16
Lawney,M,5
Lawon,F,5
Lawona,F,29
Lawonda,F,307
Lawonna,F,22
Lawra,F,6
Lawrance,M,2620
Lawren,F,967
Lawrenc,M,26
Lawrence,M,454978
Lawrencia,F,147
Lawrene,M,21
Lawrenzo,M,16
Lawrie,F,131
Lawrin,M,5
Lawrnce,M,70
Lawryn,F,42
Lawsen,M,90
Lawson,M,9740
Lawsyn,F,23
Lawton,M,2439
Lawyer,M,1009
Laxavier,M,11
Laxmi,F,40
Laxmy,F,7
Lay,M,21
Laya,F,1007
Layaan,F,38
Layah,F,607
Layahna,F,6
Layal,F,389
Layali,F,115
Layan,F,857
Layana,F,227
Layanah,F,14
Layani,F,54
Layanie,F,5
Layann,F,43
Layanna,F,155
Layanne,F,5
Layce,F,189
Laycee,F,584
Laycen,M,7
Layci,F,95
Laycie,F,248
Laydell,M,5
Layden,M,624
Laydon,M,72
Layelle,F,16
Layeska,F,5
Layia,F,39
Layiah,F,10
Layke,M,34
Layken,F,565
Laykin,F,314
Laykyn,F,6
Layla,F,61907
Laylaa,F,83
Laylaann,F,17
Laylagrace,F,6
Laylah,F,3738
Laylamarie,F,49
Laylan,F,7
Laylana,F,51
Layland,M,5
Laylanee,F,7
Laylani,F,695
Laylanie,F,180
Laylanii,F,10
Laylanna,F,5
Laylanni,F,19
Laylannie,F,6
Laylarose,F,32
Layle,F,17
Laylee,F,131
Layleen,F,26
Layleigh,F,10
Laylen,M,15
Laylene,F,6
Layli,F,68
Laylia,F,87
Layliah,F,10
Layliana,F,76
Laylianna,F,10
Laylie,F,39
Laylin,F,35
Laylina,F,5
Laylla,F,19
Laylon,M,10
Layloni,F,144
Laylonie,F,86
Laylonnie,F,30
Laylyn,F,5
Laylynn,F,42
Layman,M,244
Laymon,M,779
Laymond,M,138
Layn,M,69
Layna,F,2031
Laynah,F,19
Layne,M,10100
Laynee,F,999
Laynette,F,17
Layney,F,98
Layni,F,293
Laynie,F,1093
Layona,F,24
Layonna,F,130
Layota,F,16
Layoya,F,12
Layra,F,17
Layron,M,5
Laysa,F,88
Laysha,F,752
Layson,M,73
Layssa,F,16
Layten,M,206
Layth,M,436
Laythan,M,156
Laythen,M,45
Laython,M,21
Laytin,M,23
Layton,M,7472
Laytona,F,16
Laytonya,F,12
Laytoya,F,142
Layvonne,F,5
Layza,F,78
Lazandra,F,29
Lazar,M,529
Lazara,F,158
Lazare,M,5
Lazareth,M,5
Lazaria,F,420
Lazariah,F,119
Lazarick,M,12
Lazario,M,6
Lazarion,M,6
Lazarius,M,149
Lazariya,F,6
Lazariyah,F,5
Lazaro,M,5983
Lazaros,M,10
Lazarria,F,11
Lazarus,M,2415
Lazavion,M,17
Lazaya,F,27
Lazell,M,5
Lazelle,F,42
Lazer,M,401
Lazerick,M,39
Lazerrick,M,23
Lazetta,F,28
Lazette,F,146
Lazhane,F,5
Laziah,F,10
Laziya,F,17
Laziyah,F,41
Lazlo,M,73
Lazzaro,M,5
Lb,M,21
Lc,M,338
Ld,M,45
Ldarius,M,5
Le,F,877
Lea,F,29778
Leaann,F,458
Leaanne,F,42
Leabella,F,18
Leabeth,F,7
Leacy,F,27
Leada,F,11
Leady,F,5
Leaetta,F,31
Leaf,M,99
Leafa,F,16
Leafie,F,41
Leaford,M,10
Leafy,F,196
Leagh,F,5
Leah,F,205114
Leaha,F,558
Leahana,F,32
Leahann,F,69
Leahanna,F,95
Leahgrace,F,5
Leahla,F,13
Leahmarie,F,126
Leahna,F,156
Leahnna,F,7
Leahrae,F,5
Leahrose,F,5
Leaira,F,168
Leairah,F,23
Leaisha,F,13
Leaja,F,16
Leajah,F,15
Leal,M,24
Leala,F,779
Lealah,F,24
Lealan,M,12
Lealand,M,266
Lealani,F,37
Lealer,F,262
Lealia,F,11
Lealo,F,19
Lealon,M,201
Leam,M,106
Leaman,M,135
Leamarie,F,13
Leamber,F,19
Leamon,M,2668
Leamond,M,15
Leamsi,F,22
Lean,F,620
Leana,F,4176
Leanah,F,54
Leanard,M,387
Leanda,F,215
Leander,M,5910
Leandra,F,6541
Leandrae,M,5
Leandre,M,1391
Leandrea,F,674
Leandrew,M,974
Leandria,F,233
Leandro,M,5916
Leandros,M,5
Leane,F,514
Leaner,F,373
Leanetta,F,5
Leanette,F,130
Leangela,F,11
Leangelo,M,12
Leani,F,114
Leanie,F,17
Leann,F,23791
Leanna,F,22400
Leannah,F,184
Leanndra,F,128
Leanne,F,28619
Leanner,F,5
Leanni,F,14
Leannie,F,36
Leanny,F,112
Leanor,F,309
Leanora,F,1294
Leanord,M,592
Leanore,F,771
Leanthony,M,286
Leany,F,28
Leanza,F,91
Leaon,M,13
Lear,F,491
Leara,F,214
Learah,F,19
Learlean,F,26
Learlene,F,5
Learline,F,56
Learon,M,5
Learoy,M,20
Leart,M,29
Learta,F,5
Leartis,M,19
Leary,M,194
Leasa,F,922
Leaser,F,7
Leasha,F,309
Leashia,F,30
Leasia,F,931
Leasie,F,11
Leaster,F,40
Leata,F,61
Leath,F,21
Leatha,F,6023
Leathan,M,15
Leathe,F,6
Leathea,F,10
Leather,F,195
Leathia,F,251
Leathie,F,93
Leathy,F,6
Leaton,M,10
Leatrice,F,5862
Leatricia,F,5
Leatta,F,66
Leauna,F,58
Leaundra,F,22
Leaunna,F,10
Leavie,F,10
Leavitt,M,5
Leavon,M,5
Leavy,M,169
Leaya,F,33
Leayah,F,23
Leayla,F,6
Leaysia,F,5
Leba,F,94
Lebaron,M,207
Lebarron,M,29
Lebern,M,5
Lebert,M,82
Leberta,F,24
Lebrandon,M,26
Lebrea,F,6
Lebria,F,5
Lebron,M,1313
Lebrone,M,8
Leburn,M,48
Leca,F,11
Lecedric,M,16
Lecester,M,10
Lech,M,5
Lecharles,M,10
Lechelle,F,166
Lechia,F,34
Lecia,F,1164
Lecie,F,23
Lecil,M,302
Leck,M,12
Lecole,F,5
Leconte,M,6
Lecory,M,5
Lecresha,F,20
Lecretia,F,62
Lecta,F,15
Lector,F,10
Lectoria,F,10
Lecy,F,11
Leda,F,3247
Ledaniel,M,5
Ledarion,M,17
Ledarius,M,462
Ledarrius,M,118
Ledawn,F,10
Leddi,F,6
Leddie,F,12
Leddy,F,14
Ledeja,F,5
Ledel,M,5
Ledell,M,536
Lederrick,M,14
Ledford,M,247
Ledger,M,837
Ledia,F,76
Ledion,M,33
Ledon,M,70
Ledonia,F,15
Ledonna,F,68
Ledora,F,498
Ledra,F,24
Lee,M,229654
Leea,F,625
Leeah,F,1022
Leeaira,F,11
Leeam,M,138
Leean,F,83
Leeana,F,596
Leeanah,F,5
Leeander,M,5
Leeandra,F,327
Leeandre,M,56
Leeandrea,F,12
Leeandrew,M,45
Leeani,F,25
Leeann,F,13822
Leeanna,F,3585
Leeannah,F,5
Leeanne,F,3056
Leeanthony,M,48
Leeara,F,5
Leeasia,F,137
Leeat,F,5
Leeba,F,161
Leecy,F,5
Leeda,F,27
Leedell,M,15
Leedward,M,5
Leeila,F,5
Leejay,M,5
Leela,F,2406
Leelah,F,212
Leelan,M,281
Leeland,M,1929
Leelani,F,5
Leelee,F,25
Leelen,M,36
Leelend,M,23
Leelin,M,36
Leella,F,22
Leellen,F,34
Leeloo,F,42
Leelou,F,6
Leelu,F,43
Leelyn,M,77
Leelynd,M,69
Leelynn,M,59
Leeman,M,380
Leemarie,F,5
Leemichael,M,11
Leemon,M,79
Leen,F,660
Leena,F,3421
Leenah,F,101
Leenora,F,16
Leeo,M,10
Leeola,F,39
Leeoma,F,5
Leeon,M,51
Leeona,F,58
Leeonna,F,28
Leeor,M,16
Leequan,M,5
Leeric,M,5
Leeron,M,11
Leeroy,M,4105
Leesa,F,4112
Leesha,F,442
Leeshaun,M,5
Leeshawn,M,44
Leesly,F,17
Leeson,M,16
Leester,F,6
Leeta,F,530
Leetal,F,5
Leetha,F,39
Leetta,F,519
Leeum,M,57
Leevan,M,5
Leevi,M,474
Leevon,M,55
Leeward,M,5
Leeya,F,400
Leeyah,F,262
Leeyana,F,22
Leeza,F,849
Lefa,F,17
Lefty,M,28
Legaci,F,101
Legacie,F,23
Legacy,F,761
Legen,M,8
Legend,M,2461
Legendary,M,5
Legina,F,43
Legion,M,144
Legna,F,82
Legolas,M,7
Legrand,M,511
Legrande,M,147
Legrant,M,10
Leha,F,54
Lehana,F,13
Lehanna,F,23
Lehi,M,276
Lehiwa,F,5
Lehman,M,973
Lehmon,M,37
Lehna,F,5
Lehua,F,253
Lehuanani,F,12
Lei,F,621
Leia,F,6799
Leiah,F,893
Leiahna,F,5
Leialoha,F,75
Leiam,M,73
Leiana,F,629
Leiani,F,123
Leiann,F,229
Leianna,F,509
Leianne,F,117
Leiara,F,15
Leiasia,F,12
Leib,M,252
Leibish,M,78
Leiby,M,39
Leica,F,14
Leicha,F,5
Leicia,F,5
Leida,F,482
Leiden,M,21
Leidi,F,136
Leidy,F,572
Leif,M,7417
Leigh,F,39721
Leigha,F,5627
Leigham,M,12
Leighan,F,22
Leighana,F,236
Leighann,F,3241
Leighanna,F,970
Leighanne,F,1255
Leighia,F,5
Leighla,F,458
Leighlah,F,16
Leighlan,M,5
Leighland,M,41
Leighlani,F,7
Leighlynn,F,10
Leighna,F,20
Leightan,F,5
Leighton,M,6445
Leightyn,F,89
Leiha,F,23
Leihla,F,17
Leihlani,F,5
Leihum,M,10
Leila,F,40829
Leilaann,F,5
Leilah,F,2382
Leilahni,F,18
Leilamarie,F,5
Leilan,M,86
Leilana,F,278
Leiland,M,362
Leilane,F,10
Leilanee,F,45
Leilaney,F,15
Leilani,F,24181
Leilanie,F,538
Leilanii,F,21
Leilanni,F,171
Leilannie,F,11
Leilanny,F,59
Leilany,F,1691
Leilauni,F,5
Leileen,F,26
Leilena,F,5
Leilend,M,5
Leilene,F,151
Leili,F,81
Leilia,F,27
Leiliana,F,83
Leiliany,F,6
Leilla,F,12
Leiloni,F,336
Leilonie,F,5
Leilonnie,F,5
Leily,F,113
Leilyn,F,43
Leilynd,M,5
Leilynn,F,56
Leim,M,40
Leimomi,F,77
Leina,F,489
Leinaala,F,68
Leinani,F,55
Leini,F,5
Leiny,F,35
Leion,M,6
Leiona,F,10
Leionna,F,5
Leira,F,219
Leire,F,5
Leisa,F,4927
Leise,F,10
Leisel,F,89
Leisha,F,1963
Leishla,F,5
Leisl,F,79
Leisly,F,38
Leissa,F,16
Leisy,F,8
Leita,F,720
Leith,M,509
Leitha,F,731
Leithan,M,5
Leium,M,41
Leiya,F,182
Leiyah,F,170
Leiyana,F,22
Leiyla,F,6
Leizel,F,5
Lejend,M,18
Lejeune,F,6
Lejla,F,620
Lejon,M,230
Lejoyce,F,5
Lejuan,M,197
Lekai,M,5
Lekayla,F,5
Lekecia,F,56
Lekedia,F,5
Lekeesha,F,21
Lekeia,F,11
Lekeisha,F,785
Lekeith,M,125
Lekeitha,F,18
Lekendra,F,53
Lekendric,M,5
Lekendrick,M,193
Lekenya,F,13
Lekesha,F,671
Lekeshia,F,404
Lekesia,F,23
Leketa,F,31
Leketha,F,11
Lekethia,F,10
Lekevia,F,6
Lekeya,F,86
Lekeysha,F,40
Lekha,F,81
Lekhi,M,5
Lekia,F,213
Lekiesha,F,44
Lekisa,F,7
Lekisha,F,914
Lekishia,F,6
Lekita,F,134
Leksi,F,32
Lela,F,41724
Lelah,F,2028
Lelaina,F,130
Lelamae,F,10
Lelan,M,727
Lelana,F,15
Leland,M,50329
Lelandra,F,7
Lelani,F,594
Lelania,F,66
Lelanie,F,10
Lelanya,F,5
Lelar,F,629
Leldon,M,309
Lelea,F,5
Lelen,M,6
Lelend,M,94
Leler,F,81
Lelia,F,15304
Leliana,F,80
Lelianna,F,5
Lelie,F,5
Lelind,M,5
Lelita,F,5
Lella,F,854
Leller,F,10
Lellie,F,16
Lelon,M,433
Leloni,F,5
Lelsie,F,22
Lelton,M,46
Lelu,F,40
Lelyn,M,17
Lelynd,M,65
Lelynn,M,14
Lem,M,1295
Lema,F,347
Lemaj,M,6
Leman,M,625
Lemanuel,M,28
Lemar,M,1769
Lemarco,M,5
Lemarcus,M,380
Lemari,M,5
Lemario,M,60
Lemarion,M,56
Lemark,M,20
Lemarr,M,26
Lemaya,F,7
Lemel,M,16
Lemia,F,26
Lemichael,M,32
Lemisha,F,5
Lemma,F,262
Lemmie,M,667
Lemmon,M,5
Lemmy,M,11
Lemoine,M,109
Lemon,M,1070
Lemond,M,107
Lemonica,F,5
Lemont,M,671
Lemonte,M,100
Lemorris,M,5
Lemoyne,M,358
Lempi,F,367
Lemual,M,60
Lemuel,M,9204
Lemya,F,62
Len,M,4407
Lena,F,133684
Lenabelle,F,21
Lenae,F,731
Lenah,F,120
Lenai,F,5
Lenalee,F,6
Lenamae,F,45
Lenamarie,F,16
Lenar,F,5
Lenard,M,9885
Lenardo,M,114
Lenasia,F,15
Lenay,F,181
Lenaya,F,223
Lenayah,F,33
Lenci,F,12
Lencola,F,10
Lency,F,24
Lenda,F,872
Lendal,M,27
Lendale,M,15
Lendall,M,25
Lendel,M,38
Lendell,M,679
Lenden,M,18
Lender,F,27
Lendia,F,36
Lendol,M,5
Lendon,M,544
Lendora,F,125
Lendra,F,5
Lendsey,F,22
Lendy,F,130
Lene,F,277
Lenea,F,192
Lenear,M,5
Lenecia,F,5
Lenee,F,480
Leneisha,F,16
Leneka,F,6
Lenell,M,533
Lenelle,F,45
Lener,F,87
Lenert,M,0
Lenes,M,5
Lenesha,F,48
Leneta,F,15
Lenett,F,5
Lenetta,F,394
Lenette,F,1012
Leneve,F,7
Lenford,M,65
Leng,M,324
Leni,F,658
Lenia,F,146
Leniah,F,60
Lenice,F,517
Leniece,F,6
Leniel,M,25
Lenika,F,23
Lenin,M,1061
Lenina,F,15
Lenis,M,170
Lenise,F,819
Lenisha,F,224
Lenita,F,1179
Lenix,M,58
Leniya,F,122
Leniyah,F,184
Lenka,F,42
Lenley,M,5
Lenn,M,508
Lenna,F,3420
Lennan,F,21
Lennard,M,1100
Lennart,M,419
Lennea,F,54
Lennel,M,5
Lennell,M,128
Lenner,F,16
Lenneth,M,5
Lennett,F,5
Lennetta,F,27
Lennette,F,356
Lennex,M,26
Lenni,F,25
Lennia,F,5
Lennice,F,37
Lennie,F,4500
Lennin,M,177
Lennis,M,1217
Lennix,M,94
Lennon,M,3855
Lennora,F,11
Lennox,M,2590
Lenny,M,6984
Lennyn,M,65
Lennyx,F,22
Leno,M,606
Lenoard,M,670
Lenoir,F,69
Lenola,F,93
Lenon,M,512
Lenona,F,10
Lenor,F,383
Lenora,F,34074
Lenorah,F,17
Lenord,M,1754
Lenore,F,22197
Lenoria,F,146
Lenoris,M,15
Lenorris,M,65
Lenox,M,626
Lenoxx,M,15
Lens,M,5
Lensa,F,5
Lensey,F,35
Lensy,M,5
Lent,M,5
Lenton,M,657
Lenuel,M,10
Lenus,M,73
Lenvil,M,63
Lenville,M,164
Lenward,M,352
Lenwood,M,2422
Leny,M,57
Lenya,F,78
Lenyn,M,10
Lenyx,F,34
Lenz,M,5
Lenzi,F,122
Lenzie,M,373
Lenzy,M,467
Leo,M,182240
Leoba,F,5
Leobardo,M,2442
Leocadia,F,678
Leocadio,M,122
Leoda,F,538
Leodan,M,182
Leodegario,M,41
Leodis,M,458
Leodore,M,7
Leokadia,F,55
Leokadja,F,5
Leokadya,F,10
Leola,F,27885
Leolar,F,16
Leoler,F,6
Leolia,F,93
Leoma,F,1196
Leomar,M,98
Leomia,F,115
Leon,M,161019
Leona,F,106830
Leonah,F,12
Leonaldo,M,5
Leonara,F,11
Leonard,M,289671
Leonarda,F,1000
Leonardo,M,50697
Leonce,M,431
Leoncio,M,447
Leonda,F,213
Leondra,F,753
Leondrae,M,16
Leondre,M,543
Leondria,F,45
Leondro,M,55
Leondrus,M,5
Leone,F,6097
Leonel,M,16615
Leonela,F,913
Leonell,M,68
Leonella,F,50
Leoner,F,13
Leonetta,F,63
Leonette,F,387
Leonhard,M,53
Leoni,F,129
Leonia,F,1557
Leonice,F,5
Leonid,M,252
Leonida,F,26
Leonidas,M,3438
Leonide,M,5
Leonides,M,549
Leonidis,M,11
Leonidus,M,76
Leonie,F,1565
Leonila,F,319
Leonilda,F,125
Leonilla,F,10
Leonis,F,5
Leonise,F,5
Leonisha,F,5
Leonita,F,29
Leonitus,M,40
Leonna,F,1019
Leonnah,F,5
Leonne,F,12
Leonor,F,5557
Leonora,F,6712
Leonord,M,19
Leonore,F,2251
Leonta,M,25
Leontae,M,118
Leontay,M,10
Leonte,M,231
Leontina,F,79
Leontine,F,1144
Leontre,M,5
Leontyne,F,213
Leonydus,M,5
Leonzo,M,15
Leopold,M,2971
Leopoldo,M,5569
Leor,M,224
Leora,F,10839
Leorah,F,21
Leoria,F,35
Leorn,M,24
Leory,M,286
Leosha,F,31
Leosvel,M,6
Leota,F,10396
Leotha,F,367
Leother,F,5
Leotis,M,887
Leotta,F,152
Leoul,M,5
Leovanni,M,25
Leovardo,M,247
Leovigildo,M,5
Lepha,F,11
Lequan,M,383
Lequentin,M,10
Lequesha,F,10
Lequetta,F,10
Lequient,M,7
Lequinta,F,7
Lequinton,M,5
Lequisha,F,141
Lequita,F,552
Lequitta,F,5
Lequon,M,5
Lera,F,2481
Lerae,F,74
Lerah,F,16
Lerald,M,5
Leray,M,174
Lerena,F,5
Lerenzo,M,33
Leresa,F,10
Leretha,F,6
Lerhonda,F,19
Leri,M,11
Leriah,F,5
Lerico,M,5
Lerin,F,195
Lerissa,F,27
Lerita,F,5
Leriyah,F,10
Lerlean,F,10
Lerlene,F,93
Lerline,F,68
Leroi,M,142
Lerome,M,5
Leron,M,1651
Leronda,F,64
Lerone,M,401
Leronia,F,6
Leroy,M,198127
Leroya,F,8
Leroyal,M,23
Leroyce,M,7
Lerry,M,74
Leryn,F,7
Les,M,3348
Lesa,F,11400
Lesandra,F,29
Lesane,M,8
Lesbia,F,50
Lesean,M,322
Lesette,F,55
Lesha,F,1053
Leshae,F,94
Leshan,F,16
Leshanda,F,38
Leshanta,F,5
Leshaun,M,230
Leshauna,F,5
Leshaunda,F,10
Leshaundra,F,5
Leshawn,M,736
Leshawna,F,8
Leshawnda,F,5
Leshay,F,172
Leshe,F,6
Leshea,F,108
Lesheena,F,5
Lesheka,F,5
Leshell,F,26
Leshelle,F,17
Leshia,F,517
Leshly,F,29
Leshon,M,80
Leshonda,F,160
Leshun,M,21
Leshunda,F,15
Lesi,F,19
Lesia,F,3175
Lesie,F,57
Lesieli,F,78
Lesile,F,45
Lesle,F,187
Leslea,F,349
Leslee,F,4828
Leslei,F,52
Lesleigh,F,463
Lesley,F,33720
Lesleyann,F,86
Lesleyanne,F,80
Lesli,F,5627
Leslian,F,27
Lesliann,F,6
Leslianne,F,10
Leslie,F,264054
Leslieann,F,465
Leslieanne,F,93
Lesliee,F,8
Leslly,F,5
Lesly,F,13273
Leslyann,F,16
Leslye,F,2371
Leslyn,F,166
Less,M,281
Lessa,F,148
Lessette,F,11
Lessia,F,23
Lessie,F,14065
Lessley,F,54
Lessli,F,24
Lesslie,F,486
Lessly,F,601
Lesta,F,679
Lestat,M,372
Lester,M,129483
Lesther,M,42
Lestie,F,41
Lestina,F,16
Lestine,F,204
Leston,M,177
Lesvia,F,31
Leta,F,11798
Letah,F,5
Letanya,F,92
Letara,F,16
Letarsha,F,6
Letasha,F,285
Letavia,F,16
Letcher,M,345
Letecia,F,525
Leteisha,F,18
Letesha,F,197
Leteshia,F,18
Letetia,F,160
Letha,F,19106
Lethaniel,M,40
Lethe,F,5
Lethea,F,54
Lethel,M,5
Lethell,M,6
Lether,F,241
Lethia,F,980
Lethie,F,18
Leti,F,17
Letia,F,379
Letica,F,193
Leticha,F,30
Leticia,F,41536
Letina,F,89
Letisa,F,10
Letisha,F,1889
Letishia,F,64
Letisia,F,933
Letita,F,96
Letitia,F,11380
Letizia,F,370
Leto,M,35
Letonia,F,86
Letonya,F,182
Letoria,F,49
Letosha,F,24
Letoya,F,282
Letrece,F,15
Letrecia,F,5
Letrell,M,206
Letrese,F,5
Letriana,F,5
Letrica,F,5
Letrice,F,429
Letricia,F,505
Letrina,F,5
Letrisha,F,22
Letroy,M,161
Letta,F,746
Letti,F,65
Lettia,F,5
Lettica,F,15
Lettice,F,18
Letticia,F,567
Lettie,F,9164
Letty,F,3056
Lettye,F,27
Letwan,M,5
Lety,F,70
Letycia,F,11
Letzy,F,107
Leudy,M,11
Leul,M,94
Leum,M,31
Leuna,F,16
Leura,F,10
Leuvenia,F,5
Lev,M,935
Leva,F,793
Levada,F,532
Levaeh,F,45
Levan,M,557
Levana,F,100
Levance,M,10
Levander,M,189
Levane,M,5
Levani,F,5
Levant,M,5
Levante,M,71
Levar,M,1948
Levarn,M,15
Levarr,M,14
Levata,F,5
Levater,F,6
Levaughn,M,119
Levaun,F,5
Leve,M,5
Leveah,F,22
Levearn,F,5
Leveda,F,144
Levee,F,5
Levell,M,742
Levella,F,5
Levelle,M,251
Leven,M,111
Levena,F,18
Levenia,F,189
Levent,M,71
Levente,M,37
Leveon,M,5
Levera,F,59
Leverda,F,5
Levere,M,59
Leverett,M,173
Leverette,M,5
Leveria,F,10
Levern,M,1900
Leverna,F,16
Leverne,M,984
Levert,M,592
Leverta,F,33
Levertis,M,5
Levester,M,838
Leveta,F,143
Levetta,F,99
Levette,F,241
Levi,M,114692
Levia,F,243
Leviah,F,13
Levian,F,5
Leviathan,M,216
Levid,M,6
Levie,M,887
Levii,M,58
Levin,M,1238
Levina,F,545
Levine,M,20
Levinia,F,41
Levion,M,5
Levis,M,251
Levit,M,10
Levita,F,205
Leviticus,M,833
Levitt,M,6
Levity,F,5
Levolia,F,16
Levon,M,4508
Levona,F,49
Levonda,F,40
Levone,M,116
Levonia,F,491
Levonna,F,5
Levonne,F,343
Levonta,M,19
Levontae,M,26
Levonte,M,231
Levora,F,128
Levorn,M,122
Levorne,M,5
Levoy,M,80
Levy,M,3089
Levyn,M,11
Lew,M,2165
Lewana,F,26
Lewanda,F,169
Lewann,F,5
Lewanna,F,87
Leward,M,21
Lewayne,M,63
Lewell,M,39
Lewella,F,5
Lewellyn,M,305
Lewey,M,23
Lewi,M,37
Lewie,M,850
Lewin,M,140
Lewis,M,149125
Lewyn,M,6
Lex,M,3110
Lexa,F,931
Lexah,F,6
Lexander,M,98
Lexandra,F,129
Lexandria,F,5
Lexandro,M,5
Lexani,F,283
Lexanie,F,6
Lexanne,F,5
Lexanni,F,6
Lexany,F,66
Lexas,F,29
Lexcee,F,5
Lexci,F,10
Lexcie,F,5
Lexe,F,5
Lexee,F,353
Lexes,F,36
Lexey,F,203
Lexi,F,19218
Lexia,F,680
Lexiana,F,124
Lexiann,F,32
Lexianna,F,86
Lexie,F,13514
Lexiee,F,5
Lexii,F,104
Lexilynn,F,5
Lexin,M,16
Lexine,F,293
Lexington,F,696
Lexis,F,3164
Lexiss,F,52
Lexius,F,37
Lexly,F,15
Lexon,M,10
Lexsey,F,14
Lexsie,F,5
Lexsis,F,6
